CALENDAR_YEAR,LOCATION_ID,LOCATION,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
2020,CA-506,"Monterey, San Benito Counties CoC",65+,151
2020,CA-506,"Monterey, San Benito Counties CoC",Under 18,527
2020,CA-506,"Monterey, San Benito Counties CoC",Unknown,38
2020,CA-507,Marin County CoC,18-24,57
2020,CA-507,Marin County CoC,25-34,157
2020,CA-507,Marin County CoC,35-44,154
2020,CA-507,Marin County CoC,45-54,156
2020,CA-507,Marin County CoC,55-64,176
2020,CA-507,Marin County CoC,65+,111
2020,CA-507,Marin County CoC,Under 18,322
2020,CA-507,Marin County CoC,Unknown,15
2020,CA-508,Santa Cruz County CoC,18-24,151
2020,CA-508,Santa Cruz County CoC,25-34,384
2020,CA-508,Santa Cruz County CoC,35-44,421
2020,CA-508,Santa Cruz County CoC,45-54,376
2020,CA-508,Santa Cruz County CoC,55-64,362
2020,CA-508,Santa Cruz County CoC,65+,218
2020,CA-508,Santa Cruz County CoC,Under 18,472
2020,CA-508,Santa Cruz County CoC,Unknown,48
2020,CA-509,Mendocino County CoC,18-24,60
2020,CA-509,Mendocino County CoC,25-34,166
2020,CA-509,Mendocino County CoC,35-44,193
2020,CA-509,Mendocino County CoC,45-54,199
2020,CA-509,Mendocino County CoC,55-64,153
2020,CA-509,Mendocino County CoC,65+,80
2020,CA-509,Mendocino County CoC,Under 18,135
2020,CA-509,Mendocino County CoC,Unknown,*
2020,CA-510,Stanislaus County CoC,18-24,425
2020,CA-510,Stanislaus County CoC,25-34,782
2020,CA-510,Stanislaus County CoC,35-44,801
2020,CA-510,Stanislaus County CoC,45-54,644
2020,CA-510,Stanislaus County CoC,55-64,651
2020,CA-510,Stanislaus County CoC,65+,194
2020,CA-510,Stanislaus County CoC,Under 18,1345
2020,CA-510,Stanislaus County CoC,Unknown,68
2020,CA-511,San Joaquin County CoC,18-24,620
2020,CA-511,San Joaquin County CoC,25-34,1319
2020,CA-511,San Joaquin County CoC,35-44,1075
2020,CA-511,San Joaquin County CoC,45-54,830
2020,CA-511,San Joaquin County CoC,55-64,683
2020,CA-511,San Joaquin County CoC,65+,288
2020,CA-511,San Joaquin County CoC,Under 18,2900
2020,CA-511,San Joaquin County CoC,Unknown,126
2020,CA-512,San Mateo County CoC,18-24,244
2020,CA-512,San Mateo County CoC,25-34,700
2020,CA-512,San Mateo County CoC,35-44,653
2020,CA-512,San Mateo County CoC,45-54,705
2020,CA-512,San Mateo County CoC,55-64,718
2020,CA-512,San Mateo County CoC,65+,293
2020,CA-512,San Mateo County CoC,Under 18,995
2020,CA-512,San Mateo County CoC,Unknown,65
2020,CA-513,"Kings, Tulare Counties CoC",18-24,299
2020,CA-513,"Kings, Tulare Counties CoC",25-34,560
2020,CA-513,"Kings, Tulare Counties CoC",35-44,603
2020,CA-513,"Kings, Tulare Counties CoC",45-54,469
2020,CA-513,"Kings, Tulare Counties CoC",55-64,331
2020,CA-513,"Kings, Tulare Counties CoC",65+,89
2020,CA-513,"Kings, Tulare Counties CoC",Under 18,925
2020,CA-513,"Kings, Tulare Counties CoC",Unknown,46
2020,CA-514,"Fresno, Madera Counties CoC",18-24,263
2020,CA-514,"Fresno, Madera Counties CoC",25-34,647
2020,CA-514,"Fresno, Madera Counties CoC",35-44,796
2020,CA-514,"Fresno, Madera Counties CoC",45-54,758
2020,CA-514,"Fresno, Madera Counties CoC",55-64,654
2020,CA-514,"Fresno, Madera Counties CoC",65+,255
2020,CA-514,"Fresno, Madera Counties CoC",Under 18,833
2020,CA-514,"Fresno, Madera Counties CoC",Unknown,48
2020,CA-515,Placer County CoC,18-24,111
2020,CA-515,Placer County CoC,25-34,308
2020,CA-515,Placer County CoC,35-44,307
2020,CA-515,Placer County CoC,45-54,303
2020,CA-515,Placer County CoC,55-64,254
2020,CA-515,Placer County CoC,65+,116
2020,CA-515,Placer County CoC,Under 18,360
2020,CA-515,Placer County CoC,Unknown,25
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,83
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,233
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,211
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,175
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,250
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,103
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,217
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,201
2020,CA-517,Napa County CoC,18-24,115
2020,CA-517,Napa County CoC,25-34,250
2020,CA-517,Napa County CoC,35-44,234
2020,CA-517,Napa County CoC,45-54,257
2020,CA-517,Napa County CoC,55-64,214
2020,CA-517,Napa County CoC,65+,108
2020,CA-517,Napa County CoC,Under 18,199
2020,CA-517,Napa County CoC,Unknown,*
2020,CA-518,Solano County CoC,18-24,75
2020,CA-518,Solano County CoC,25-34,221
2020,CA-518,Solano County CoC,35-44,262
2020,CA-518,Solano County CoC,45-54,250
2020,CA-518,Solano County CoC,55-64,274
2020,CA-518,Solano County CoC,65+,125
2020,CA-518,Solano County CoC,Under 18,217
2020,CA-518,Solano County CoC,Unknown,*
2020,CA-519,Butte County CoC,18-24,123
2020,CA-519,Butte County CoC,25-34,320
2020,CA-519,Butte County CoC,35-44,333
2020,CA-519,Butte County CoC,45-54,312
2020,CA-519,Butte County CoC,55-64,308
2020,CA-519,Butte County CoC,65+,153
2020,CA-519,Butte County CoC,Under 18,307
2020,CA-519,Butte County CoC,Unknown,28
2020,CA-520,Merced County CoC,18-24,219
2020,CA-520,Merced County CoC,25-34,449
2020,CA-520,Merced County CoC,35-44,393
2020,CA-520,Merced County CoC,45-54,264
2020,CA-520,Merced County CoC,55-64,224
2020,CA-520,Merced County CoC,65+,67
2020,CA-520,Merced County CoC,Under 18,1014
2020,CA-520,Merced County CoC,Unknown,64
2020,CA-521,Yolo County CoC,18-24,102
2020,CA-521,Yolo County CoC,25-34,220
2020,CA-521,Yolo County CoC,35-44,258
2020,CA-521,Yolo County CoC,45-54,223
2020,CA-521,Yolo County CoC,55-64,231
2020,CA-521,Yolo County CoC,65+,109
2020,CA-521,Yolo County CoC,Under 18,419
2020,CA-521,Yolo County CoC,Unknown,17
2020,CA-522,Humboldt County CoC,18-24,83
2020,CA-522,Humboldt County CoC,25-34,231
2020,CA-522,Humboldt County CoC,35-44,491
2020,CA-522,Humboldt County CoC,45-54,312
2020,CA-522,Humboldt County CoC,55-64,255
2020,CA-522,Humboldt County CoC,65+,139
2020,CA-522,Humboldt County CoC,Under 18,211
2020,CA-522,Humboldt County CoC,Unknown,36
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,65
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,102
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,53
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,31
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,32
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,16
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,197
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,19
2020,CA-524,"Yuba, Sutter Counties CoC",18-24,54
2020,CA-524,"Yuba, Sutter Counties CoC",25-34,104
2020,CA-524,"Yuba, Sutter Counties CoC",35-44,91
2020,CA-524,"Yuba, Sutter Counties CoC",45-54,61
2020,CA-524,"Yuba, Sutter Counties CoC",55-64,74
2020,CA-524,"Yuba, Sutter Counties CoC",65+,42
2020,CA-524,"Yuba, Sutter Counties CoC",Under 18,270
2020,CA-524,"Yuba, Sutter Counties CoC",Unknown,18
2020,CA-525,El Dorado County CoC,18-24,*
2020,CA-525,El Dorado County CoC,25-34,16
2020,CA-525,El Dorado County CoC,35-44,23
2020,CA-525,El Dorado County CoC,45-54,24
2020,CA-525,El Dorado County CoC,55-64,53
2020,CA-525,El Dorado County CoC,65+,33
2020,CA-525,El Dorado County CoC,Under 18,107
2020,CA-525,El Dorado County CoC,Unknown,*
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,42
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,98
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,113
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,91
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,83
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,34
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,198
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Unknown,*
2020,CA-531,Nevada County CoC,18-24,41
2020,CA-531,Nevada County CoC,25-34,108
2020,CA-531,Nevada County CoC,35-44,113
2020,CA-531,Nevada County CoC,45-54,123
2020,CA-531,Nevada County CoC,55-64,124
2020,CA-531,Nevada County CoC,65+,43
2020,CA-531,Nevada County CoC,Under 18,23
2020,CA-531,Nevada County CoC,Unknown,*
2020,CA-600,Los Angeles County CoC,18-24,7586
2020,CA-600,Los Angeles County CoC,25-34,15423
2020,CA-600,Los Angeles County CoC,35-44,14859
2020,CA-600,Los Angeles County CoC,45-54,14016
2020,CA-600,Los Angeles County CoC,55-64,12906
2020,CA-600,Los Angeles County CoC,65+,4782
2020,CA-600,Los Angeles County CoC,Under 18,14964
2020,CA-600,Los Angeles County CoC,Unknown,5311
2020,CA-601,San Diego County CoC,18-24,1633
2020,CA-601,San Diego County CoC,25-34,3273
2020,CA-601,San Diego County CoC,35-44,3258
2020,CA-601,San Diego County CoC,45-54,3450
2020,CA-601,San Diego County CoC,55-64,3641
2020,CA-601,San Diego County CoC,65+,1430
2020,CA-601,San Diego County CoC,Under 18,3345
2020,CA-601,San Diego County CoC,Unknown,943
2020,CA-602,Orange County CoC,18-24,625
2020,CA-602,Orange County CoC,25-34,2035
2020,CA-602,Orange County CoC,35-44,1920
2020,CA-602,Orange County CoC,45-54,2067
2020,CA-602,Orange County CoC,55-64,2066
2020,CA-602,Orange County CoC,65+,820
2020,CA-602,Orange County CoC,Under 18,2846
2020,CA-602,Orange County CoC,Unknown,190
2020,CA-603,Santa Barbara County CoC,18-24,208
2020,CA-603,Santa Barbara County CoC,25-34,432
2020,CA-603,Santa Barbara County CoC,35-44,489
2020,CA-603,Santa Barbara County CoC,45-54,475
2020,CA-603,Santa Barbara County CoC,55-64,577
2020,CA-603,Santa Barbara County CoC,65+,244
2020,CA-603,Santa Barbara County CoC,Under 18,511
2020,CA-603,Santa Barbara County CoC,Unknown,38
2020,CA-604,Kern County CoC,18-24,383
2020,CA-604,Kern County CoC,25-34,813
2020,CA-604,Kern County CoC,35-44,820
2020,CA-604,Kern County CoC,45-54,716
2020,CA-604,Kern County CoC,55-64,607
2020,CA-604,Kern County CoC,65+,172
2020,CA-604,Kern County CoC,Under 18,2110
2020,CA-604,Kern County CoC,Unknown,123
2020,CA-606,Long Beach CoC (Los Angeles County),18-24,155
2020,CA-606,Long Beach CoC (Los Angeles County),25-34,431
2020,CA-606,Long Beach CoC (Los Angeles County),35-44,407
2020,CA-606,Long Beach CoC (Los Angeles County),45-54,480
2020,CA-606,Long Beach CoC (Los Angeles County),55-64,637
2020,CA-606,Long Beach CoC (Los Angeles County),65+,345
2020,CA-606,Long Beach CoC (Los Angeles County),Under 18,705
2020,CA-606,Long Beach CoC (Los Angeles County),Unknown,42
2020,CA-607,Pasadena CoC (Los Angeles County),18-24,109
2020,CA-607,Pasadena CoC (Los Angeles County),25-34,183
2020,CA-607,Pasadena CoC (Los Angeles County),35-44,179
2020,CA-607,Pasadena CoC (Los Angeles County),45-54,221
2020,CA-607,Pasadena CoC (Los Angeles County),55-64,295
2020,CA-607,Pasadena CoC (Los Angeles County),65+,138
2020,CA-607,Pasadena CoC (Los Angeles County),Under 18,211
2020,CA-607,Pasadena CoC (Los Angeles County),Unknown,15
2020,CA-608,Riverside County CoC,18-24,761
2020,CA-608,Riverside County CoC,25-34,1561
2020,CA-608,Riverside County CoC,35-44,1457
2020,CA-608,Riverside County CoC,45-54,1221
2020,CA-608,Riverside County CoC,55-64,1148
2020,CA-608,Riverside County CoC,65+,549
2020,CA-608,Riverside County CoC,Under 18,2328
2020,CA-608,Riverside County CoC,Unknown,149
2020,CA-609,San Bernardino County CoC,18-24,760
2020,CA-609,San Bernardino County CoC,25-34,1390
2020,CA-609,San Bernardino County CoC,35-44,1163
2020,CA-609,San Bernardino County CoC,45-54,946
2020,CA-609,San Bernardino County CoC,55-64,910
2020,CA-609,San Bernardino County CoC,65+,359
2020,CA-609,San Bernardino County CoC,Under 18,3132
2020,CA-609,San Bernardino County CoC,Unknown,328
2020,CA-611,Ventura County CoC,18-24,100
2020,CA-611,Ventura County CoC,25-34,275
2020,CA-611,Ventura County CoC,35-44,379
2020,CA-611,Ventura County CoC,45-54,408
2020,CA-611,Ventura County CoC,55-64,527
2020,CA-611,Ventura County CoC,65+,249
2020,CA-611,Ventura County CoC,Under 18,317
2020,CA-611,Ventura County CoC,Unknown,13
2020,CA-612,Glendale CoC (Los Angeles County),18-24,33
2020,CA-612,Glendale CoC (Los Angeles County),25-34,86
2020,CA-612,Glendale CoC (Los Angeles County),35-44,64
2020,CA-612,Glendale CoC (Los Angeles County),45-54,87
2020,CA-612,Glendale CoC (Los Angeles County),55-64,91
2020,CA-612,Glendale CoC (Los Angeles County),65+,38
2020,CA-612,Glendale CoC (Los Angeles County),Under 18,162
2020,CA-612,Glendale CoC (Los Angeles County),Unknown,16
2020,CA-613,Imperial County CoC,18-24,76
2020,CA-613,Imperial County CoC,25-34,145
2020,CA-613,Imperial County CoC,35-44,119
2020,CA-613,Imperial County CoC,45-54,111
2020,CA-613,Imperial County CoC,55-64,100
2020,CA-613,Imperial County CoC,65+,50
2020,CA-613,Imperial County CoC,Under 18,367
2020,CA-613,Imperial County CoC,Unknown,29
2020,CA-614,San Luis Obispo County CoC,18-24,106
2020,CA-614,San Luis Obispo County CoC,25-34,238
2020,CA-614,San Luis Obispo County CoC,35-44,261
2020,CA-614,San Luis Obispo County CoC,45-54,212
2020,CA-614,San Luis Obispo County CoC,55-64,220
2020,CA-614,San Luis Obispo County CoC,65+,111
2020,CA-614,San Luis Obispo County CoC,Under 18,516
2020,CA-614,San Luis Obispo County CoC,Unknown,35
2021,All,California,18-24,20699
2021,All,California,25-34,44201
2021,All,California,35-44,44345
2021,All,California,45-54,40628
2021,All,California,55-64,40368
2021,All,California,65+,16956
2021,All,California,Under 18,55983
2021,All,California,Unknown,10669
2021,CA-500,Santa Clara County CoC,18-24,958
2021,CA-500,Santa Clara County CoC,25-34,1939
2021,CA-500,Santa Clara County CoC,35-44,2189
2021,CA-500,Santa Clara County CoC,45-54,1901
2021,CA-500,Santa Clara County CoC,55-64,2018
2021,CA-500,Santa Clara County CoC,65+,910
2021,CA-500,Santa Clara County CoC,Under 18,2919
2021,CA-500,Santa Clara County CoC,Unknown,185
2021,CA-501,San Francisco CoC,18-24,1221
2021,CA-501,San Francisco CoC,25-34,2290
2021,CA-501,San Francisco CoC,35-44,2360
2021,CA-501,San Francisco CoC,45-54,2009
2021,CA-501,San Francisco CoC,55-64,1903
2021,CA-501,San Francisco CoC,65+,912
2021,CA-501,San Francisco CoC,Under 18,3424
2021,CA-501,San Francisco CoC,Unknown,233
2021,CA-502,Alameda County CoC,18-24,793
2021,CA-502,Alameda County CoC,25-34,1550
2021,CA-502,Alameda County CoC,35-44,1526
2021,CA-502,Alameda County CoC,45-54,1664
2021,CA-502,Alameda County CoC,55-64,1900
2021,CA-502,Alameda County CoC,65+,842
2021,CA-502,Alameda County CoC,Under 18,1950
2021,CA-502,Alameda County CoC,Unknown,120
2021,CA-503,Sacramento County CoC,18-24,989
2021,CA-503,Sacramento County CoC,25-34,1371
2021,CA-503,Sacramento County CoC,35-44,1493
2021,CA-503,Sacramento County CoC,45-54,1517
2021,CA-503,Sacramento County CoC,55-64,1698
2021,CA-503,Sacramento County CoC,65+,649
2021,CA-503,Sacramento County CoC,Under 18,2954
2021,CA-503,Sacramento County CoC,Unknown,205
2021,CA-504,Sonoma County CoC,18-24,348
2021,CA-504,Sonoma County CoC,25-34,548
2021,CA-504,Sonoma County CoC,35-44,589
2021,CA-504,Sonoma County CoC,45-54,672
2021,CA-504,Sonoma County CoC,55-64,701
2021,CA-504,Sonoma County CoC,65+,334
2021,CA-504,Sonoma County CoC,Under 18,657
2021,CA-504,Sonoma County CoC,Unknown,46
2021,CA-505,Contra Costa County CoC,18-24,564
2021,CA-505,Contra Costa County CoC,25-34,1161
2021,CA-505,Contra Costa County CoC,35-44,1151
2021,CA-505,Contra Costa County CoC,45-54,1157
2021,CA-505,Contra Costa County CoC,55-64,1206
2021,CA-505,Contra Costa County CoC,65+,510
2021,CA-505,Contra Costa County CoC,Under 18,1464
2021,CA-505,Contra Costa County CoC,Unknown,82
2021,CA-506,"Monterey, San Benito Counties CoC",18-24,204
2021,CA-506,"Monterey, San Benito Counties CoC",25-34,397
2021,CA-506,"Monterey, San Benito Counties CoC",35-44,414
2021,CA-506,"Monterey, San Benito Counties CoC",45-54,319
2021,CA-506,"Monterey, San Benito Counties CoC",55-64,354
2021,CA-506,"Monterey, San Benito Counties CoC",65+,179
2021,CA-506,"Monterey, San Benito Counties CoC",Under 18,555
2021,CA-506,"Monterey, San Benito Counties CoC",Unknown,36
2021,CA-507,Marin County CoC,18-24,111
2021,CA-507,Marin County CoC,25-34,239
2021,CA-507,Marin County CoC,35-44,234
2021,CA-507,Marin County CoC,45-54,258
2021,CA-507,Marin County CoC,55-64,293
2021,CA-507,Marin County CoC,65+,160
2021,CA-507,Marin County CoC,Under 18,327
2021,CA-507,Marin County CoC,Unknown,197
2021,CA-508,Santa Cruz County CoC,18-24,157
2021,CA-508,Santa Cruz County CoC,25-34,320
2021,CA-508,Santa Cruz County CoC,35-44,408
2021,CA-508,Santa Cruz County CoC,45-54,354
2021,CA-508,Santa Cruz County CoC,55-64,375
2021,CA-508,Santa Cruz County CoC,65+,239
2021,CA-508,Santa Cruz County CoC,Under 18,540
2021,CA-508,Santa Cruz County CoC,Unknown,57
2021,CA-509,Mendocino County CoC,18-24,67
2021,CA-509,Mendocino County CoC,25-34,224
2021,CA-509,Mendocino County CoC,35-44,265
2021,CA-509,Mendocino County CoC,45-54,230
2021,CA-509,Mendocino County CoC,55-64,167
2021,CA-509,Mendocino County CoC,65+,121
2021,CA-509,Mendocino County CoC,Under 18,238
2021,CA-509,Mendocino County CoC,Unknown,16
2021,CA-510,Stanislaus County CoC,18-24,446
2021,CA-510,Stanislaus County CoC,25-34,842
2021,CA-510,Stanislaus County CoC,35-44,839
2021,CA-510,Stanislaus County CoC,45-54,705
2021,CA-510,Stanislaus County CoC,55-64,713
2021,CA-510,Stanislaus County CoC,65+,245
2021,CA-510,Stanislaus County CoC,Under 18,1133
2021,CA-510,Stanislaus County CoC,Unknown,69
2021,CA-511,San Joaquin County CoC,18-24,563
2021,CA-511,San Joaquin County CoC,25-34,1157
2021,CA-511,San Joaquin County CoC,35-44,983
2021,CA-511,San Joaquin County CoC,45-54,752
2021,CA-511,San Joaquin County CoC,55-64,682
2021,CA-511,San Joaquin County CoC,65+,303
2021,CA-511,San Joaquin County CoC,Under 18,2256
2021,CA-511,San Joaquin County CoC,Unknown,147
2021,CA-512,San Mateo County CoC,18-24,249
2021,CA-512,San Mateo County CoC,25-34,693
2021,CA-512,San Mateo County CoC,35-44,704
2021,CA-512,San Mateo County CoC,45-54,756
2021,CA-512,San Mateo County CoC,55-64,827
2021,CA-512,San Mateo County CoC,65+,374
2021,CA-512,San Mateo County CoC,Under 18,936
2021,CA-512,San Mateo County CoC,Unknown,72
2021,CA-513,"Kings, Tulare Counties CoC",18-24,317
2021,CA-513,"Kings, Tulare Counties CoC",25-34,536
2021,CA-513,"Kings, Tulare Counties CoC",35-44,618
2021,CA-513,"Kings, Tulare Counties CoC",45-54,498
2021,CA-513,"Kings, Tulare Counties CoC",55-64,400
2021,CA-513,"Kings, Tulare Counties CoC",65+,123
2021,CA-513,"Kings, Tulare Counties CoC",Under 18,935
2021,CA-513,"Kings, Tulare Counties CoC",Unknown,58
2021,CA-514,"Fresno, Madera Counties CoC",18-24,393
2021,CA-514,"Fresno, Madera Counties CoC",25-34,1099
2021,CA-514,"Fresno, Madera Counties CoC",35-44,1293
2021,CA-514,"Fresno, Madera Counties CoC",45-54,1242
2021,CA-514,"Fresno, Madera Counties CoC",55-64,1031
2021,CA-514,"Fresno, Madera Counties CoC",65+,349
2021,CA-514,"Fresno, Madera Counties CoC",Under 18,828
2021,CA-514,"Fresno, Madera Counties CoC",Unknown,71
2021,CA-515,Placer County CoC,18-24,134
2021,CA-515,Placer County CoC,25-34,381
2021,CA-515,Placer County CoC,35-44,373
2021,CA-515,Placer County CoC,45-54,343
2021,CA-515,Placer County CoC,55-64,331
2021,CA-515,Placer County CoC,65+,140
2021,CA-515,Placer County CoC,Under 18,355
2021,CA-515,Placer County CoC,Unknown,36
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,128
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,278
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,316
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,245
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,308
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,150
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,351
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,62
2021,CA-517,Napa County CoC,18-24,53
2021,CA-517,Napa County CoC,25-34,112
2021,CA-517,Napa County CoC,35-44,143
2021,CA-517,Napa County CoC,45-54,161
2021,CA-517,Napa County CoC,55-64,146
2021,CA-517,Napa County CoC,65+,62
2021,CA-517,Napa County CoC,Under 18,84
2021,CA-517,Napa County CoC,Unknown,*
2021,CA-518,Solano County CoC,18-24,88
2021,CA-518,Solano County CoC,25-34,296
2021,CA-518,Solano County CoC,35-44,261
2021,CA-518,Solano County CoC,45-54,247
2021,CA-518,Solano County CoC,55-64,329
2021,CA-518,Solano County CoC,65+,175
2021,CA-518,Solano County CoC,Under 18,210
2021,CA-518,Solano County CoC,Unknown,*
2021,CA-519,Butte County CoC,18-24,164
2021,CA-519,Butte County CoC,25-34,346
2021,CA-519,Butte County CoC,35-44,373
2021,CA-519,Butte County CoC,45-54,338
2021,CA-519,Butte County CoC,55-64,330
2021,CA-519,Butte County CoC,65+,182
2021,CA-519,Butte County CoC,Under 18,353
2021,CA-519,Butte County CoC,Unknown,34
2021,CA-520,Merced County CoC,18-24,186
2021,CA-520,Merced County CoC,25-34,441
2021,CA-520,Merced County CoC,35-44,440
2021,CA-520,Merced County CoC,45-54,342
2021,CA-520,Merced County CoC,55-64,327
2021,CA-520,Merced County CoC,65+,113
2021,CA-520,Merced County CoC,Under 18,509
2021,CA-520,Merced County CoC,Unknown,32
2021,CA-521,Yolo County CoC,18-24,92
2021,CA-521,Yolo County CoC,25-34,219
2021,CA-521,Yolo County CoC,35-44,226
2021,CA-521,Yolo County CoC,45-54,192
2021,CA-521,Yolo County CoC,55-64,204
2021,CA-521,Yolo County CoC,65+,96
2021,CA-521,Yolo County CoC,Under 18,399
2021,CA-521,Yolo County CoC,Unknown,17
2021,CA-522,Humboldt County CoC,18-24,133
2021,CA-522,Humboldt County CoC,25-34,199
2021,CA-522,Humboldt County CoC,35-44,378
2021,CA-522,Humboldt County CoC,45-54,286
2021,CA-522,Humboldt County CoC,55-64,265
2021,CA-522,Humboldt County CoC,65+,130
2021,CA-522,Humboldt County CoC,Under 18,193
2021,CA-522,Humboldt County CoC,Unknown,41
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,71
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,116
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,99
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,80
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,63
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,33
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,209
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,15
2021,CA-524,"Yuba, Sutter Counties CoC",18-24,156
2021,CA-524,"Yuba, Sutter Counties CoC",25-34,344
2021,CA-524,"Yuba, Sutter Counties CoC",35-44,293
2021,CA-524,"Yuba, Sutter Counties CoC",45-54,250
2021,CA-524,"Yuba, Sutter Counties CoC",55-64,285
2021,CA-524,"Yuba, Sutter Counties CoC",65+,141
2021,CA-524,"Yuba, Sutter Counties CoC",Under 18,691
2021,CA-524,"Yuba, Sutter Counties CoC",Unknown,42
2021,CA-525,El Dorado County CoC,18-24,25
2021,CA-525,El Dorado County CoC,25-34,17
2021,CA-525,El Dorado County CoC,35-44,34
2021,CA-525,El Dorado County CoC,45-54,33
2021,CA-525,El Dorado County CoC,55-64,66
2021,CA-525,El Dorado County CoC,65+,46
2021,CA-525,El Dorado County CoC,Under 18,117
2021,CA-525,El Dorado County CoC,Unknown,*
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,55
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,116
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,95
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,90
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,96
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,41
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,180
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Unknown,12
2021,CA-531,Nevada County CoC,18-24,55
2021,CA-531,Nevada County CoC,25-34,123
2021,CA-531,Nevada County CoC,35-44,129
2021,CA-531,Nevada County CoC,45-54,120
2021,CA-531,Nevada County CoC,55-64,146
2021,CA-531,Nevada County CoC,65+,65
2021,CA-531,Nevada County CoC,Under 18,64
2021,CA-531,Nevada County CoC,Unknown,43
2021,CA-600,Los Angeles County CoC,18-24,6995
2021,CA-600,Los Angeles County CoC,25-34,15722
2021,CA-600,Los Angeles County CoC,35-44,15495
2021,CA-600,Los Angeles County CoC,45-54,14022
2021,CA-600,Los Angeles County CoC,55-64,13051
2021,CA-600,Los Angeles County CoC,65+,5019
2021,CA-600,Los Angeles County CoC,Under 18,13606
2021,CA-600,Los Angeles County CoC,Unknown,4138
2021,CA-601,San Diego County CoC,18-24,1881
2021,CA-601,San Diego County CoC,25-34,3922
